"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCF_900087465.1","GCF_900087475.1","GCF_900087485.1","GCF_900087495.1","GCF_900087505.1","GCF_900087515.1","GCF_900087535.1","GCF_900087545.1","GCF_900087575.1","GCF_900087585.1","GCF_900087595.1","GCF_900087665.1","GCF_900087695.1","GCF_900087755.1","GCF_900087765.1","GCF_900087825.1","GCF_900087835.1","GCF_900087845.1","GCF_900087885.1","GCF_900087925.1"
"recR","","Recombination protein RecR","20","20","1","3","130","","","","581","581","581","BJDFHBJJ_00945","FHFNEIGL_00877","NPNHHEFA_00998","EKGGEFJM_01014","IPCEDBCE_01061","BPLIIOBE_01042","LAKMDKJD_01065","HCNCMENI_00431","ABPCLIDI_00672","DPDPODFO_00943","GEBNMNOD_01189","FPOKCNBF_00542","JPMNGIHJ_01239","IENJPBOG_01220","EKEBIHOE_00260","KADELANJ_00509","NDKHHKNJ_00339","PDJHNNAA_01005","PHDCEHKO_00095","OOEMJHNJ_01430"
"group_549","","hypothetical protein","20","20","1","3","123","","","","575","659","621","BJDFHBJJ_00951","FHFNEIGL_00883","NPNHHEFA_00992","EKGGEFJM_01020","IPCEDBCE_01067","BPLIIOBE_01048","LAKMDKJD_01071","HCNCMENI_00437","ABPCLIDI_00666","DPDPODFO_00937","GEBNMNOD_01183","FPOKCNBF_00536","JPMNGIHJ_01233","IENJPBOG_01226","EKEBIHOE_00266","KADELANJ_00503","NDKHHKNJ_00345","PDJHNNAA_00999","PHDCEHKO_00089","OOEMJHNJ_01424"
"group_550","","hypothetical protein","20","20","1","3","122","","","","602","602","602","BJDFHBJJ_00952","FHFNEIGL_00884","NPNHHEFA_00991","EKGGEFJM_01021","IPCEDBCE_01068","BPLIIOBE_01049","LAKMDKJD_01072","HCNCMENI_00438","ABPCLIDI_00665","DPDPODFO_00936","GEBNMNOD_01182","FPOKCNBF_00535","JPMNGIHJ_01232","IENJPBOG_01227","EKEBIHOE_00267","KADELANJ_00502","NDKHHKNJ_00346","PDJHNNAA_00998","PHDCEHKO_00088","OOEMJHNJ_01423"
"queE_2","","7-carboxy-7-deazaguanine synthase","20","20","1","3","121","","","","755","755","755","BJDFHBJJ_00953","FHFNEIGL_00885","NPNHHEFA_00990","EKGGEFJM_01022","IPCEDBCE_01069","BPLIIOBE_01050","LAKMDKJD_01073","HCNCMENI_00439","ABPCLIDI_00664","DPDPODFO_00935","GEBNMNOD_01181","FPOKCNBF_00534","JPMNGIHJ_01231","IENJPBOG_01228","EKEBIHOE_00268","KADELANJ_00501","NDKHHKNJ_00347","PDJHNNAA_00997","PHDCEHKO_00087","OOEMJHNJ_01422"
"group_552","","hypothetical protein","20","20","1","3","120","","","","485","485","485","BJDFHBJJ_00954","FHFNEIGL_00886","NPNHHEFA_00989","EKGGEFJM_01023","IPCEDBCE_01070","BPLIIOBE_01051","LAKMDKJD_01074","HCNCMENI_00440","ABPCLIDI_00663","DPDPODFO_00934","GEBNMNOD_01180","FPOKCNBF_00533","JPMNGIHJ_01230","IENJPBOG_01229","EKEBIHOE_00269","KADELANJ_00500","NDKHHKNJ_00348","PDJHNNAA_00996","PHDCEHKO_00086","OOEMJHNJ_01421"
"alr1","","Alanine racemase 1","20","20","1","3","114","","","","1133","1133","1133","BJDFHBJJ_00960","FHFNEIGL_00893","NPNHHEFA_00983","EKGGEFJM_01029","IPCEDBCE_01076","BPLIIOBE_01057","LAKMDKJD_01080","HCNCMENI_00446","ABPCLIDI_00657","DPDPODFO_00928","GEBNMNOD_01174","FPOKCNBF_00527","JPMNGIHJ_01224","IENJPBOG_01235","EKEBIHOE_00275","KADELANJ_00494","NDKHHKNJ_00354","PDJHNNAA_00990","PHDCEHKO_00080","OOEMJHNJ_01415"
"rlmH","","Ribosomal RNA large subunit methyltransferase H","20","20","1","3","106","","","","452","452","452","BJDFHBJJ_00972","FHFNEIGL_00905","NPNHHEFA_00971","EKGGEFJM_01041","IPCEDBCE_01088","BPLIIOBE_01069","LAKMDKJD_01092","HCNCMENI_00458","ABPCLIDI_00645","DPDPODFO_00916","GEBNMNOD_01162","FPOKCNBF_00515","JPMNGIHJ_01212","IENJPBOG_01247","EKEBIHOE_00287","KADELANJ_00482","NDKHHKNJ_00366","PDJHNNAA_00978","PHDCEHKO_00068","OOEMJHNJ_01403"
"era_1","","GTPase Era","20","20","1","3","92","","","","1343","1343","1343","BJDFHBJJ_00986","FHFNEIGL_00919","NPNHHEFA_00957","EKGGEFJM_01055","IPCEDBCE_01102","BPLIIOBE_01083","LAKMDKJD_01106","HCNCMENI_00472","ABPCLIDI_00631","DPDPODFO_00902","GEBNMNOD_01148","FPOKCNBF_00501","JPMNGIHJ_01198","IENJPBOG_01261","EKEBIHOE_00301","KADELANJ_00468","NDKHHKNJ_00380","PDJHNNAA_00964","PHDCEHKO_00054","OOEMJHNJ_01389"
"group_556","","hypothetical protein","20","20","1","3","91","","","","857","995","988","BJDFHBJJ_00987","FHFNEIGL_00920","NPNHHEFA_00956","EKGGEFJM_01056","IPCEDBCE_01103","BPLIIOBE_01084","LAKMDKJD_01107","HCNCMENI_00473","ABPCLIDI_00630","DPDPODFO_00901","GEBNMNOD_01147","FPOKCNBF_00500","JPMNGIHJ_01197","IENJPBOG_01262","EKEBIHOE_00302","KADELANJ_00467","NDKHHKNJ_00381","PDJHNNAA_00963","PHDCEHKO_00053","OOEMJHNJ_01388"
"gpmI","","2,3-bisphosphoglycerate-independent phosphoglycerate mutase","20","20","1","3","80","","","","1475","1475","1475","BJDFHBJJ_00997","FHFNEIGL_00930","NPNHHEFA_00946","EKGGEFJM_01066","IPCEDBCE_01113","BPLIIOBE_01094","LAKMDKJD_01117","HCNCMENI_00483","ABPCLIDI_00620","DPDPODFO_00891","GEBNMNOD_01137","FPOKCNBF_00490","JPMNGIHJ_01187","IENJPBOG_01272","EKEBIHOE_00312","KADELANJ_00457","NDKHHKNJ_00391","PDJHNNAA_00953","PHDCEHKO_00043","OOEMJHNJ_01378"
"ftsZ","","Cell division protein FtsZ","20","20","1","3","75","","","","1034","1157","1150","BJDFHBJJ_01002","FHFNEIGL_00935","NPNHHEFA_00941","EKGGEFJM_01071","IPCEDBCE_01118","BPLIIOBE_01099","LAKMDKJD_01122","HCNCMENI_00488","ABPCLIDI_00615","DPDPODFO_00886","GEBNMNOD_01132","FPOKCNBF_00485","JPMNGIHJ_01182","IENJPBOG_01277","EKEBIHOE_01497","KADELANJ_00452","NDKHHKNJ_00396","PDJHNNAA_00948","PHDCEHKO_00038","OOEMJHNJ_01373"
"group_560","","hypothetical protein","20","20","1","3","72","","","","272","608","574","BJDFHBJJ_01005","FHFNEIGL_00938","NPNHHEFA_01546","EKGGEFJM_01074","IPCEDBCE_01121","BPLIIOBE_01102","LAKMDKJD_01570","HCNCMENI_00491","ABPCLIDI_01549","DPDPODFO_01204","GEBNMNOD_01558","FPOKCNBF_01500","JPMNGIHJ_01531","IENJPBOG_01558","EKEBIHOE_01406","KADELANJ_01548","NDKHHKNJ_00151","PDJHNNAA_00598","PHDCEHKO_01529","OOEMJHNJ_01370"
"group_562","","hypothetical protein","20","20","1","5","16","","","","512","512","512","BJDFHBJJ_01021","FHFNEIGL_00955","NPNHHEFA_00771","EKGGEFJM_00293","IPCEDBCE_00162","BPLIIOBE_00010","LAKMDKJD_00882","HCNCMENI_01066","ABPCLIDI_00599","DPDPODFO_01228","GEBNMNOD_00203","FPOKCNBF_01397","JPMNGIHJ_00533","IENJPBOG_01338","EKEBIHOE_01090","KADELANJ_01205","NDKHHKNJ_01411","PDJHNNAA_00928","PHDCEHKO_01507","OOEMJHNJ_01107"
"ftsI","","Peptidoglycan D,D-transpeptidase FtsI","20","20","1","5","26","","","","1733","1847","1841","BJDFHBJJ_01032","FHFNEIGL_00965","NPNHHEFA_00781","EKGGEFJM_00303","IPCEDBCE_00152","BPLIIOBE_00020","LAKMDKJD_00872","HCNCMENI_01076","ABPCLIDI_00609","DPDPODFO_01218","GEBNMNOD_00213","FPOKCNBF_01407","JPMNGIHJ_00523","IENJPBOG_01328","EKEBIHOE_01100","KADELANJ_01195","NDKHHKNJ_01401","PDJHNNAA_00918","PHDCEHKO_01517","OOEMJHNJ_01117"
"flgC","","Flagellar basal-body rod protein FlgC","20","20","1","5","28","","","","485","485","485","BJDFHBJJ_01034","FHFNEIGL_00967","NPNHHEFA_00783","EKGGEFJM_00305","IPCEDBCE_00150","BPLIIOBE_00022","LAKMDKJD_00870","HCNCMENI_01078","ABPCLIDI_00611","DPDPODFO_01216","GEBNMNOD_00215","FPOKCNBF_01409","JPMNGIHJ_00521","IENJPBOG_01326","EKEBIHOE_01102","KADELANJ_01193","NDKHHKNJ_01399","PDJHNNAA_00916","PHDCEHKO_01519","OOEMJHNJ_01119"
"flgB","","Flagellar basal body rod protein FlgB","20","20","1","5","29","","","","422","422","422","BJDFHBJJ_01035","FHFNEIGL_00968","NPNHHEFA_00784","EKGGEFJM_00306","IPCEDBCE_00149","BPLIIOBE_00023","LAKMDKJD_00869","HCNCMENI_01079","ABPCLIDI_00612","DPDPODFO_01215","GEBNMNOD_00216","FPOKCNBF_01410","JPMNGIHJ_00520","IENJPBOG_01325","EKEBIHOE_01103","KADELANJ_01192","NDKHHKNJ_01398","PDJHNNAA_00915","PHDCEHKO_01520","OOEMJHNJ_01120"
"engB","","putative GTP-binding protein EngB","20","20","1","5","37","","","","626","626","626","BJDFHBJJ_01043","FHFNEIGL_00976","NPNHHEFA_00792","EKGGEFJM_00313","IPCEDBCE_00142","BPLIIOBE_00031","LAKMDKJD_00861","HCNCMENI_01087","ABPCLIDI_00083","DPDPODFO_00650","GEBNMNOD_00020","FPOKCNBF_01523","JPMNGIHJ_01536","IENJPBOG_00128","EKEBIHOE_01231","KADELANJ_01302","NDKHHKNJ_00679","PDJHNNAA_01341","PHDCEHKO_01319","OOEMJHNJ_01455"
"ycfH","","putative metal-dependent hydrolase YcfH","20","20","1","5","44","","","","764","764","764","BJDFHBJJ_01050","FHFNEIGL_00983","NPNHHEFA_00798","EKGGEFJM_00319","IPCEDBCE_00136","BPLIIOBE_00037","LAKMDKJD_00855","HCNCMENI_01093","ABPCLIDI_00089","DPDPODFO_00656","GEBNMNOD_00014","FPOKCNBF_01517","JPMNGIHJ_01542","IENJPBOG_00134","EKEBIHOE_01237","KADELANJ_01296","NDKHHKNJ_00673","PDJHNNAA_01347","PHDCEHKO_01325","OOEMJHNJ_01449"
"ribE","","Riboflavin synthase","20","20","1","5","45","","","","620","620","620","BJDFHBJJ_01051","FHFNEIGL_00984","NPNHHEFA_00799","EKGGEFJM_00320","IPCEDBCE_00135","BPLIIOBE_00038","LAKMDKJD_00854","HCNCMENI_01094","ABPCLIDI_00090","DPDPODFO_00657","GEBNMNOD_00013","FPOKCNBF_01516","JPMNGIHJ_01543","IENJPBOG_00135","EKEBIHOE_01238","KADELANJ_01295","NDKHHKNJ_00672","PDJHNNAA_01348","PHDCEHKO_01326","OOEMJHNJ_01448"
"metN","","Methionine import ATP-binding protein MetN","20","20","1","5","47","","","","983","983","983","BJDFHBJJ_01053","FHFNEIGL_00986","NPNHHEFA_00801","EKGGEFJM_00322","IPCEDBCE_00133","BPLIIOBE_00040","LAKMDKJD_00852","HCNCMENI_01096","ABPCLIDI_00092","DPDPODFO_00659","GEBNMNOD_00011","FPOKCNBF_01514","JPMNGIHJ_01545","IENJPBOG_00137","EKEBIHOE_01240","KADELANJ_01293","NDKHHKNJ_00670","PDJHNNAA_01350","PHDCEHKO_01328","OOEMJHNJ_01446"
"tagO","","putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase","20","20","1","5","52","","","","791","938","930","BJDFHBJJ_01058","FHFNEIGL_00991","NPNHHEFA_00806","EKGGEFJM_00327","IPCEDBCE_00128","BPLIIOBE_00045","LAKMDKJD_00847","HCNCMENI_01101","ABPCLIDI_00097","DPDPODFO_00664","GEBNMNOD_00006","FPOKCNBF_01509","JPMNGIHJ_01550","IENJPBOG_00142","EKEBIHOE_01245","KADELANJ_01288","NDKHHKNJ_00665","PDJHNNAA_01355","PHDCEHKO_01333","OOEMJHNJ_01441"
"group_571","","hypothetical protein","20","20","1","5","57","","","","404","467","463","BJDFHBJJ_01063","FHFNEIGL_00996","NPNHHEFA_00811","EKGGEFJM_00332","IPCEDBCE_00123","BPLIIOBE_00050","LAKMDKJD_00842","HCNCMENI_01106","ABPCLIDI_00102","DPDPODFO_00669","GEBNMNOD_00001","FPOKCNBF_01504","JPMNGIHJ_01555","IENJPBOG_00147","EKEBIHOE_01250","KADELANJ_01283","NDKHHKNJ_00660","PDJHNNAA_01360","PHDCEHKO_01338","OOEMJHNJ_01436"
"group_572","","hypothetical protein","20","20","1","5","199","","","","524","623","618","BJDFHBJJ_01066","FHFNEIGL_00999","NPNHHEFA_00814","EKGGEFJM_00335","IPCEDBCE_00120","BPLIIOBE_00053","LAKMDKJD_00839","HCNCMENI_01109","ABPCLIDI_00105","DPDPODFO_00672","GEBNMNOD_01554","FPOKCNBF_01501","JPMNGIHJ_01558","IENJPBOG_00150","EKEBIHOE_01253","KADELANJ_01280","NDKHHKNJ_00657","PDJHNNAA_01363","PHDCEHKO_01341","OOEMJHNJ_01433"
"kdsA","","2-dehydro-3-deoxyphosphooctonate aldolase","20","20","1","5","196","","","","830","830","830","BJDFHBJJ_01070","FHFNEIGL_01003","NPNHHEFA_00818","EKGGEFJM_00339","IPCEDBCE_00116","BPLIIOBE_00057","LAKMDKJD_00835","HCNCMENI_01113","ABPCLIDI_00109","DPDPODFO_00676","GEBNMNOD_01407","FPOKCNBF_00244","JPMNGIHJ_00054","IENJPBOG_00154","EKEBIHOE_00453","KADELANJ_01462","NDKHHKNJ_01210","PDJHNNAA_00534","PHDCEHKO_01345","OOEMJHNJ_00364"
"panC","","Pantothenate synthetase","20","20","1","5","191","","","","830","830","830","BJDFHBJJ_01073","FHFNEIGL_01006","NPNHHEFA_00821","EKGGEFJM_00342","IPCEDBCE_00113","BPLIIOBE_00060","LAKMDKJD_00832","HCNCMENI_01116","ABPCLIDI_00112","DPDPODFO_00679","GEBNMNOD_01404","FPOKCNBF_00241","JPMNGIHJ_00051","IENJPBOG_00157","EKEBIHOE_00456","KADELANJ_01459","NDKHHKNJ_01207","PDJHNNAA_00531","PHDCEHKO_01348","OOEMJHNJ_00361"
"group_575","","hypothetical protein","20","20","1","5","190","","","","1901","1904","1903","BJDFHBJJ_01079","FHFNEIGL_01012","NPNHHEFA_00827","EKGGEFJM_00348","IPCEDBCE_00107","BPLIIOBE_00066","LAKMDKJD_00826","HCNCMENI_01122","ABPCLIDI_00118","DPDPODFO_00685","GEBNMNOD_01398","FPOKCNBF_00235","JPMNGIHJ_00045","IENJPBOG_00163","EKEBIHOE_00462","KADELANJ_01453","NDKHHKNJ_01201","PDJHNNAA_00525","PHDCEHKO_01354","OOEMJHNJ_00355"
"alaS","","Alanine--tRNA ligase","20","20","1","1","502","","","","2543","2543","2543","BJDFHBJJ_01081","FHFNEIGL_00406","NPNHHEFA_00883","EKGGEFJM_01082","IPCEDBCE_01183","BPLIIOBE_01164","LAKMDKJD_01010","HCNCMENI_01370","ABPCLIDI_00470","DPDPODFO_00946","GEBNMNOD_00955","FPOKCNBF_00676","JPMNGIHJ_01327","IENJPBOG_00390","EKEBIHOE_00085","KADELANJ_00897","NDKHHKNJ_00497","PDJHNNAA_00593","PHDCEHKO_01235","OOEMJHNJ_00942"
"group_577","","hypothetical protein","20","20","1","1","507","","","","1247","1247","1247","BJDFHBJJ_01086","FHFNEIGL_00411","NPNHHEFA_00878","EKGGEFJM_01087","IPCEDBCE_01178","BPLIIOBE_01159","LAKMDKJD_01005","HCNCMENI_01375","ABPCLIDI_00465","DPDPODFO_00951","GEBNMNOD_00950","FPOKCNBF_00681","JPMNGIHJ_01332","IENJPBOG_00385","EKEBIHOE_00080","KADELANJ_00892","NDKHHKNJ_00492","PDJHNNAA_00588","PHDCEHKO_01240","OOEMJHNJ_00937"
"group_578","","hypothetical protein","20","20","1","1","513","","","","542","542","542","BJDFHBJJ_01091","FHFNEIGL_00416","NPNHHEFA_00873","EKGGEFJM_01092","IPCEDBCE_01173","BPLIIOBE_01154","LAKMDKJD_01000","HCNCMENI_01380","ABPCLIDI_00460","DPDPODFO_00956","GEBNMNOD_00945","FPOKCNBF_00686","JPMNGIHJ_01337","IENJPBOG_00380","EKEBIHOE_00075","KADELANJ_00887","NDKHHKNJ_00487","PDJHNNAA_00583","PHDCEHKO_01245","OOEMJHNJ_00932"
"rppH","","RNA pyrophosphohydrolase","20","20","1","1","515","","","","467","473","467","BJDFHBJJ_01093","FHFNEIGL_00418","NPNHHEFA_00871","EKGGEFJM_01094","IPCEDBCE_01171","BPLIIOBE_01152","LAKMDKJD_00998","HCNCMENI_01382","ABPCLIDI_00458","DPDPODFO_00958","GEBNMNOD_00943","FPOKCNBF_00688","JPMNGIHJ_01339","IENJPBOG_00378","EKEBIHOE_00073","KADELANJ_00885","NDKHHKNJ_00485","PDJHNNAA_00581","PHDCEHKO_01247","OOEMJHNJ_00930"
"group_580","","putative FAD-linked oxidoreductase","20","20","1","1","523","","","","2840","2840","2840","BJDFHBJJ_01099","FHFNEIGL_00424","NPNHHEFA_00865","EKGGEFJM_01100","IPCEDBCE_01165","BPLIIOBE_01146","LAKMDKJD_00992","HCNCMENI_01388","ABPCLIDI_00452","DPDPODFO_00964","GEBNMNOD_00937","FPOKCNBF_00694","JPMNGIHJ_01345","IENJPBOG_00372","EKEBIHOE_00067","KADELANJ_00879","NDKHHKNJ_00479","PDJHNNAA_00575","PHDCEHKO_01253","OOEMJHNJ_00924"
"uppS","","Isoprenyl transferase","20","20","1","1","524","","","","704","704","704","BJDFHBJJ_01100","FHFNEIGL_00425","NPNHHEFA_00864","EKGGEFJM_01101","IPCEDBCE_01164","BPLIIOBE_01145","LAKMDKJD_00991","HCNCMENI_01389","ABPCLIDI_00451","DPDPODFO_00965","GEBNMNOD_00936","FPOKCNBF_00695","JPMNGIHJ_01346","IENJPBOG_00371","EKEBIHOE_00066","KADELANJ_00878","NDKHHKNJ_00478","PDJHNNAA_00574","PHDCEHKO_01254","OOEMJHNJ_00923"
"purD","","Phosphoribosylamine--glycine ligase","20","20","1","1","526","","","","1274","1274","1274","BJDFHBJJ_01102","FHFNEIGL_00427","NPNHHEFA_00862","EKGGEFJM_01103","IPCEDBCE_01162","BPLIIOBE_01143","LAKMDKJD_00989","HCNCMENI_01391","ABPCLIDI_00449","DPDPODFO_00967","GEBNMNOD_00934","FPOKCNBF_00697","JPMNGIHJ_01348","IENJPBOG_00369","EKEBIHOE_00064","KADELANJ_00876","NDKHHKNJ_00476","PDJHNNAA_00572","PHDCEHKO_01256","OOEMJHNJ_00921"
"pnp","","Polyribonucleotide nucleotidyltransferase","20","20","1","1","530","","","","1571","2066","2041","BJDFHBJJ_01106","FHFNEIGL_00431","NPNHHEFA_00858","EKGGEFJM_01107","IPCEDBCE_01158","BPLIIOBE_01139","LAKMDKJD_00985","HCNCMENI_01368","ABPCLIDI_00445","DPDPODFO_00971","GEBNMNOD_00930","FPOKCNBF_00701","JPMNGIHJ_01352","IENJPBOG_00365","EKEBIHOE_00060","KADELANJ_00872","NDKHHKNJ_00472","PDJHNNAA_00568","PHDCEHKO_01260","OOEMJHNJ_00917"
"fokIM","","Modification methylase FokI","20","20","1","1","534","","","","989","989","989","BJDFHBJJ_01112","FHFNEIGL_00437","NPNHHEFA_00852","EKGGEFJM_01113","IPCEDBCE_01152","BPLIIOBE_01133","LAKMDKJD_00979","HCNCMENI_01362","ABPCLIDI_00439","DPDPODFO_00977","GEBNMNOD_00924","FPOKCNBF_00707","JPMNGIHJ_01358","IENJPBOG_00359","EKEBIHOE_00054","KADELANJ_00866","NDKHHKNJ_00466","PDJHNNAA_00562","PHDCEHKO_01266","OOEMJHNJ_00911"
"group_585","","hypothetical protein","20","20","1","1","539","","","","164","164","164","BJDFHBJJ_01122","FHFNEIGL_00447","NPNHHEFA_00842","EKGGEFJM_01123","IPCEDBCE_01142","BPLIIOBE_01123","LAKMDKJD_00969","HCNCMENI_01352","ABPCLIDI_00429","DPDPODFO_00987","GEBNMNOD_00914","FPOKCNBF_00717","JPMNGIHJ_01368","IENJPBOG_00349","EKEBIHOE_00044","KADELANJ_00856","NDKHHKNJ_00456","PDJHNNAA_00552","PHDCEHKO_01276","OOEMJHNJ_00901"
"hisS","","Histidine--tRNA ligase","20","20","1","1","553","","","","1328","1328","1328","BJDFHBJJ_01135","FHFNEIGL_00460","NPNHHEFA_00829","EKGGEFJM_01136","IPCEDBCE_01129","BPLIIOBE_01110","LAKMDKJD_00955","HCNCMENI_01339","ABPCLIDI_00416","DPDPODFO_01000","GEBNMNOD_01260","FPOKCNBF_00730","JPMNGIHJ_01381","IENJPBOG_00336","EKEBIHOE_00031","KADELANJ_00843","NDKHHKNJ_00443","PDJHNNAA_00539","PHDCEHKO_01289","OOEMJHNJ_01522"
"group_588","","hypothetical protein","20","20","1","1","366","","","","1160","1160","1160","BJDFHBJJ_01157","FHFNEIGL_00487","NPNHHEFA_01134","EKGGEFJM_01224","IPCEDBCE_01269","BPLIIOBE_01250","LAKMDKJD_01209","HCNCMENI_01210","ABPCLIDI_01253","DPDPODFO_01025","GEBNMNOD_01096","FPOKCNBF_00422","JPMNGIHJ_01268","IENJPBOG_01299","EKEBIHOE_00832","KADELANJ_00777","NDKHHKNJ_00421","PDJHNNAA_00422","PHDCEHKO_00433","OOEMJHNJ_01486"
"group_589","","hypothetical protein","20","20","1","1","368","","","","1415","1415","1415","BJDFHBJJ_01159","FHFNEIGL_00485","NPNHHEFA_01132","EKGGEFJM_01226","IPCEDBCE_01271","BPLIIOBE_01252","LAKMDKJD_01211","HCNCMENI_01212","ABPCLIDI_01255","DPDPODFO_01023","GEBNMNOD_01098","FPOKCNBF_00424","JPMNGIHJ_01266","IENJPBOG_01301","EKEBIHOE_00830","KADELANJ_00779","NDKHHKNJ_00419","PDJHNNAA_00424","PHDCEHKO_00435","OOEMJHNJ_01484"
"cstA","","Carbon starvation protein A","20","20","1","1","369","","","","2063","2063","2063","BJDFHBJJ_01160","FHFNEIGL_00484","NPNHHEFA_01131","EKGGEFJM_01227","IPCEDBCE_01272","BPLIIOBE_01253","LAKMDKJD_01212","HCNCMENI_01213","ABPCLIDI_01256","DPDPODFO_01022","GEBNMNOD_01099","FPOKCNBF_00425","JPMNGIHJ_01265","IENJPBOG_01302","EKEBIHOE_00829","KADELANJ_00780","NDKHHKNJ_00418","PDJHNNAA_00425","PHDCEHKO_00436","OOEMJHNJ_01483"
"glnP_1","","Glutamine transport system permease protein GlnP","20","20","1","1","370","","","","653","653","653","BJDFHBJJ_01161","FHFNEIGL_00483","NPNHHEFA_01130","EKGGEFJM_01228","IPCEDBCE_01273","BPLIIOBE_01254","LAKMDKJD_01213","HCNCMENI_01214","ABPCLIDI_01257","DPDPODFO_01021","GEBNMNOD_01100","FPOKCNBF_00426","JPMNGIHJ_01264","IENJPBOG_01303","EKEBIHOE_00828","KADELANJ_00781","NDKHHKNJ_00417","PDJHNNAA_00426","PHDCEHKO_00437","OOEMJHNJ_01482"
"glnP_2","","Glutamine transport system permease protein GlnP","20","20","1","1","371","","","","671","671","671","BJDFHBJJ_01162","FHFNEIGL_00482","NPNHHEFA_01129","EKGGEFJM_01229","IPCEDBCE_01274","BPLIIOBE_01255","LAKMDKJD_01214","HCNCMENI_01215","ABPCLIDI_01258","DPDPODFO_01020","GEBNMNOD_01101","FPOKCNBF_00427","JPMNGIHJ_01263","IENJPBOG_01304","EKEBIHOE_00827","KADELANJ_00782","NDKHHKNJ_00416","PDJHNNAA_00427","PHDCEHKO_00438","OOEMJHNJ_01481"
"artM","","Arginine transport ATP-binding protein ArtM","20","20","1","1","372","","","","746","746","746","BJDFHBJJ_01163","FHFNEIGL_00481","NPNHHEFA_01128","EKGGEFJM_01230","IPCEDBCE_01275","BPLIIOBE_01256","LAKMDKJD_01215","HCNCMENI_01216","ABPCLIDI_01259","DPDPODFO_01019","GEBNMNOD_01102","FPOKCNBF_00428","JPMNGIHJ_01262","IENJPBOG_01305","EKEBIHOE_00826","KADELANJ_00783","NDKHHKNJ_00415","PDJHNNAA_00428","PHDCEHKO_00439","OOEMJHNJ_01480"
"glnH","","ABC transporter glutamine-binding protein GlnH","20","20","1","1","373","","","","833","833","833","BJDFHBJJ_01164","FHFNEIGL_00480","NPNHHEFA_01127","EKGGEFJM_01231","IPCEDBCE_01276","BPLIIOBE_01257","LAKMDKJD_01216","HCNCMENI_01217","ABPCLIDI_01260","DPDPODFO_01018","GEBNMNOD_01103","FPOKCNBF_00429","JPMNGIHJ_01261","IENJPBOG_01306","EKEBIHOE_00825","KADELANJ_00784","NDKHHKNJ_00414","PDJHNNAA_00429","PHDCEHKO_00440","OOEMJHNJ_01479"
"yajR","","Inner membrane transport protein YajR","20","20","1","1","382","","","","1331","1331","1331","BJDFHBJJ_01175","FHFNEIGL_00469","NPNHHEFA_01118","EKGGEFJM_01240","IPCEDBCE_01285","BPLIIOBE_01266","LAKMDKJD_01226","HCNCMENI_01226","ABPCLIDI_01269","DPDPODFO_01009","GEBNMNOD_01112","FPOKCNBF_00438","JPMNGIHJ_01252","IENJPBOG_01433","EKEBIHOE_00816","KADELANJ_00793","NDKHHKNJ_00405","PDJHNNAA_00438","PHDCEHKO_00449","OOEMJHNJ_01470"
"mepA","","Multidrug export protein MepA","20","20","1","1","386","","","","1379","1379","1379","BJDFHBJJ_01178","FHFNEIGL_00466","NPNHHEFA_01115","EKGGEFJM_01243","IPCEDBCE_01288","BPLIIOBE_01269","LAKMDKJD_01229","HCNCMENI_01229","ABPCLIDI_01272","DPDPODFO_01006","GEBNMNOD_01115","FPOKCNBF_00441","JPMNGIHJ_01248","IENJPBOG_01436","EKEBIHOE_00813","KADELANJ_00796","NDKHHKNJ_00402","PDJHNNAA_00441","PHDCEHKO_00452","OOEMJHNJ_01467"
"sotB","","Sugar efflux transporter B","20","20","1","1","387","","","","1175","1175","1175","BJDFHBJJ_01179","FHFNEIGL_00465","NPNHHEFA_01114","EKGGEFJM_01244","IPCEDBCE_01289","BPLIIOBE_01270","LAKMDKJD_01230","HCNCMENI_01230","ABPCLIDI_01273","DPDPODFO_01005","GEBNMNOD_01116","FPOKCNBF_00442","JPMNGIHJ_01247","IENJPBOG_01437","EKEBIHOE_00812","KADELANJ_00797","NDKHHKNJ_00401","PDJHNNAA_00442","PHDCEHKO_00453","OOEMJHNJ_01466"
"group_598","","hypothetical protein","20","20","1","2","436","","","","497","548","504","BJDFHBJJ_01183","FHFNEIGL_01066","NPNHHEFA_01057","EKGGEFJM_01192","IPCEDBCE_01237","BPLIIOBE_01177","LAKMDKJD_01135","HCNCMENI_01177","ABPCLIDI_00519","DPDPODFO_01536","GEBNMNOD_00522","FPOKCNBF_01193","JPMNGIHJ_01009","IENJPBOG_00012","EKEBIHOE_00693","KADELANJ_00153","NDKHHKNJ_00326","PDJHNNAA_01284","PHDCEHKO_00401","OOEMJHNJ_00502"
